# ID
#   Unknown id number
# NUMBER
#   Unknown number
ID	AUTHOR	YEAR	TEXT	TITLE	NUMBER	PAGES
6993	P. De Kinkelin, M. Gay and S. Forman	2002	The persistence of infectivity of Tetracapsula bryosalmonae-infected water for rainbow trout, Oncorhynchus mykiss (Walbaum)	Journal of Fish Diseases	25	477-482
6994	M. H. de Ferry	1861	Jurassique maconnais. Memoire sur le groupe oolitique inferieur des environs de Macon (Saone-et-Loire). 1ere partie: etage Bajocien	Mem. soc. linn. Normandie, Caen	12	1-46
6995	M. E. de Burgh and P. V. Fankboner	1978	A nutritional association between the bull kelp Nereocystis luetkeana and its epizootic bryozoan Membranipora membranacea	Oikos	31	69-72
6996	H. De Blauwe and M. A. Faasse	2001	Extension of the ranges of the bryozoans Tricellaria inopinata and Bugula simplex in the North-East Atlantic Ocean (Bryozoa: Cheilostomatida)	Nederlandse Faunistische Mededelingen	14	103-112
6997	H. de Blauwe	2005	A new species of Caulibugula (Bryozoa: Cheilostomatida) from France	Bulletin de l'Institut Royal des Sciences Naturelles de Belgique	75	81-87
6998	H. De Blauwe	2001	Hypophorella expansa Ehlers, 1876 een algemeen mosdiertje in aangespoelde kokers van de perkamentkokervorm Chaetopterus variopedatus	Strandvlo	21	102-104
6999	H. De Blauwe	2001	Mosdiertjes (Bryozoa) van Northumberland, SWG-reis april 2000	Strandvlo	21	13-35
7000	H. De Blauwe	2000	Mosdiertjes gevonden tijdens de SWG-reis naar Bretagne 1999	Strandvlo	20	58-72
7001	L. Dayton	1994	Seas's green clean for boats	New Scientist	1925	21
7002	R. W. Day and R. W. Osman	1981	Predation by Patiria miniata (Asteroidea) on bryozoans: prey diversity may depend on the mechanism of succession	Oecologia	51	300-309
7003	R. W. Day	1983	Effects of benthic algae on sessile animals: observational evidence from coral reef habitats	Bulletin Of Marine Science	33	597-605
7004	J. H. Day, N. A. H. Millarce and A. D. Harrison	1952	The ecology of South African Estuaries. III. Knysna: A clear open estuary.	Trans. Roy. Soc. S. Afr.	33	367-413
7005	J. H. Day, J. G. Field and M. J. Penrith	1970	The benthic fauna and fishes of False Bay, South Africa	Transactions of the Royal Society of South Africa	39	1-108
7006	J. H. Day	1970	The biology of False Bay, South Africa	Transactions of the Royal Society of South Africa	39	211-221
7007	J. H. Day	1951	The ecology of South African estuaries. I. A review of estuarine conditions in general.	Trans. Roy. Soc. S. Afr.	33	53-91
7008	C. Dawydoff	1948	Embranchement des Stomochordés in Grassé, P.-P.	Traité  de Zollogie, Anatomie, Systématique, Biologie (Masson, Paris)	11	365-532
7009	J. W. Dawson	1859	Catalogue of animals and plants collected and observed on the east side of the St. Lawrence from Quebec to Gaspé. Polyzoa	Geol. Survey of Canada Rept. of Progress 1858		255-257
7010	E. W. Dawson	1979	Catalogue of type and figured specimens in the New Zealand Oceanographic Institute	NEW ZEALAND OCEANOGRAPHIC INSTITUTE MEMOIR No	76	1-110
7011	D. Davoult, J.-M. Dewarumez, C. Luczak and A. Migne	1999	Nouvelles signalisations d'especes benthiques sur les cotes francaises de la Manche orientale et de la Mer du Nord	Cahiers de Biologie Marine	40	121-127
7012	D. Davoult, J.-M. Dewarumez and R. Glaçon	1993	Nouvelles signalisations d'espèces macrobenthiques sur les côtes fraçaises de la Manche orientale et de la Mer du Nord. IV. Groupes divers	Cah. Biol. Mar.	34	55-64
7013	J. L. D. Davis, L. A. Levin and S. M. Walther	2002	Artificial armored shorelines: sites for open-coast species in a southern California bay	Marine Biology	140	1249-1262
7014	A. R. Davis and A. E. Wright	1990	Inhibition of larval settlement by natural products from the ascidian, Eudistoma olivaceum (van Name)	Journal Of Chemical Ecology	16	1349-1357
7015	A. R. Davis and A. E. Wright	1989	Interspecific differences in fouling of two congeneric ascidians (Eudistoma olivaceum and E. capsulatum): is surface acidity an effective defense?	Marine Biology	102	491-497
7016	A. G. Davis	1934	English Lutetian Polyzoa	Proceedings of the Geological Association of London	45	205-245
7017	P. J. Davies and P. A. Hutchings	1983	Initial colonization, erosion and accretion on coral substrate. Experimental results, Lizard Island, Great Barrier Reef	Coral Reefs	2	27-35
7018	B. R. Davies, T. Davies, J. Frazer and F. M. Chutter	1982	A bibliography of African inland water invertebrates (to 1980)	South African national scientific programmes		145-147
7019	S. K. Davidson and M. G. Haygood	1999	Identification of sibling species of the bryozoan Bugula neritina that produce different anticancer bryostatins and harbor distinct strains of the bacterial symbiont "Canditatus Endobugula sertula"	Biological Bulletin	196	273-280
7020	S. K. Davidson, S. W. Allen, G. E. Lim, C. M. Anderson and M. G. Haygood	2001	Evidence for the biosynthesis of bryostatin by the bacterial symbiont Candidatus Endobugula sertula of the bryozoan Bugula neritina	Applied and Environmental Microbiology	67	4531-4537
7021	C. E. Davidheiser	1981	Bryozoans and bryozoan-like corals - affinities and variability of Diplotrypa, Monotrypa, Labyrinthites and Cladopora (Trepostomata and Tabulata) from selected Ordovician-Silurian reefs in eastern North America (Newfoundland, Pennsylvania, Michigan)	Dissertation Abstracts International B Sciences And Engineering	41	3366
7022	L. David and S. Pouyet	1986	Bryozoaires abyssaux des campagne safari (Océan Indien)	Annales De L'Institut Oceanographique	62	141-191
7023	L. David and S. Pouyet	1984	Les bryozoaires mediterraneens du Miocene a l'actuel: succession stratigraphique, signification paleoecologique, essai biogeographique	Annales Geologiques Des Pays Helleniques	32	129-139
7024	L. David and S. Pouyet	1984	Stratégie adaptive des Bryozoaires Cheilostomes abyssaux	Geobios	8	373-378
7025	L. David and S. Pouyet	1978	Le genre Herentia Gray, 1848 (Bryozoa, Cheilostomata). Systèmatique et phylogènese, biostratigraphie et biogeographie	Documents des Laboratoires de Géologie de la Faculté des Sciences de Lyon	HS 4, 'Livre Jubilaire Jacques Flandrin'	167-193
7026	L. David and S. Pouyet	1978	Le genre Herentia Gray, 1848 (Bryozoa, Cheilostomata) systematique et phylogenese, biostratigraphie et biogeographie	Documents des Laboratoires de Géologie de la Faculté des Sciences de Lyon	4	167-194
7027	L. David and S. Pouyet	1976	Herentia musensis nouvelle espèce de Bryozoaire cheilostome du Miocène Rhodanien (France)	Geobios	9	807-811
7028	L. David and S. Pouyet	1974	Revision des Bryozoaires cheilostomes miocènes du Bassin de Vienne (Autriche)	Documents des Laboratoires de Géologie de la Faculté des Sciences de Lyon	60	83-257
7029	L. David and S. Pouyet	1972	Deux nouvelles espèces de Steginoporella (Bryozoa, Cheilostomata) du Néogène d'Espagne	Geobios	5	237-245
7030	L. David and S. Pouyet	1968	Les Bryozoaires cheilostomes du Chattien de la région de Kassel (Hesse, Allemagne)	Geobios	1	81-102
7031	L. David, N. Mongereau, S. Pouyet and S. Ritzkowski	1968	Le Bryozoaires du Chattien de la region de Kassel (Hesse - Allemagne)	Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano	108	327-344
7032	L. David, N. Mongereau and S. Pouyet	1972	Bryozoaires du Néogène du bassin du Rhône. Gisements burdigaliens de Mus (Gard)	Documents des Laboratoires de Géologie de la Faculté des Sciences de Lyon	52	1-118
7033	L. David, N. Mongereau and S. Pouyet	1971	Les bryozoaires Neogenes Rhodaniens	Documents des Laboratoires de Géologie de la Faculté des Sciences de Lyon	H. S.	35-44
7034	L. David, N. Mongereau and S. Pouyet	1970	Bryozoaires du Néogène du Bassin du Rhône. Gisements burdigaliens de Taulignan (Drôme)	Documents des Laboratoires de Géologie de la Faculté des Sciences de Lyon	40	97-175
7035	L. David and N. Mongereau	1961	Un exemple d'étude statistique en paléontologie: Cellaria fistulosa Auct. (Bryozoa - Cheilostomata) du Vindobonien de la région lyonnaise	Bulletin du Bureau de Recherches Géologiques et Minières	3	29-41
7036	L. David and G. Demarcq	1964	Contribution a l'etude de la faune de Bryozoaires du Burdigalien de la vallée du Rhône	Instituto "Lucas Mallada", CSIC, Madrid, Cursillos y conferencias	9	153-158
7037	L. David, R. Ballesio and N. Mongereau	1967	Première étude sur les Bryozoaires du Pliocène Rhodanien	G. Geol.	35	107-116
7038	L. David	1965	Bryozoaires du Néogène du Bassin du Rhône. Gisements vindoboniens de la région lyonnaise	Travaux des Laboratoires de Géologie de la Faculté des Sciences de Lyon	12	33-86
7039	L. David	1961	Bibliographie des Bryozoaires jurassiques	Memoires bur. rech. geol. min.	4	205-208
7040	L. David	1961	Les Bryozoaires de l'Aalenien du Mont d'Or lyonnais. In Colloque du Lias francais 1960 .	Memoires bur. rech. geol. min.	4	201-205
7041	L. David	1952	A propos de Cellepora davaiacensis Lissajous, pseudo-Bryozoaire du Bathonian maconnais	Compte Rendu Sommaire des Seances de la Societe Geologique de France	13	267
7042	L. David	1949	Quelques bryozoaires nouveaux de Miocéne du Gard et de le l'Herault	Bulletin de la Societé géologique de France	(5) t.19	539-544
7043	C. B. Davenport	1904	Report on the fresh-water Bryozoa of the United States	Proceedings of the United States national museum	27	211-221
7044	C. B. Davenport	1900	On the variation of the Statoblasts of Pectinatella magnifica from Lake Michigan	American Naturalist	34	959-968
7045	C. B. Davenport	1891	Observations on Budding in Paludicella and Some Other Bryozoa	Bull. Mus. Comp. Zool. Harvard College	22	1-114
7046	F. M. J. Daugherty	1961	Marine biological fouling in the approaches to Chesapeake Bay	U. S. Navy Hydrographic Office Technical Report		40 p
7047	J. Das	1995	Moostierchen im Susswasseraquarium	Datz	48	100-101
7048	E. Dartevelle	1952	Bryozoaires fossiles de l'Oligocène de l'Allemagne	Paläontologische Zeitschrift	26	181-204
7049	E. Dartevelle	1948	Note sur un Bryozoaire fossile de l'Iran	Verh. naturf. Ges. Basel	59	75-79
7050	J. G. Darrell and P. D. Taylor	1989	Scleractinian symbionts of hermit crabs in the Pliocene of Florida	Mem. Ass. Australas. Palaeontols		115-123
7051	M. H. Daro	1970	Etude écologique d'un brise-lames de la côte belge. 2. Biologie développement saisonnier des espèces	Annls Soc. r. zool. Belg.	100	159-189
7052	E. J. A. d'Archiac	1846	Déscription des fossiles recueillis par M.Thorens dans les couches à Nummulines des environs de Bayonne	Mémoires de la Société Géologique de France	2	189-217
7053	D. Danielssen	1868	Om to nye Arten Bryozoer: Kinetoskies arborescens, K. Smithi	Fordhandlinger i Videnskabsselskabet i Kristiania	1867	23-24
7054	A. Daniel	1955	The primary film as a factor in the stettlement of marine foulers	Madras University Journal. Section B	25	189-200
7055	A. Daniel	1954	The seasonal variations and succession of the fouling communities in the Madras Harbour waters	Madras University Journal. Section B	24	189-212
7056	R. P. Dales	1955	Feeding and digestion in terebellid polychaetes	J. mar. biol. Ass. U.K	34	55-79
7057	E. R. Dainka	1970	On r- and k-selection.	American Naturalist	104	592-597
7058	J. Daguzan	1969	Contributions à l'étude de la faune intertidale de la pointe rocheuse de Penvins (Morbihan): liste faunistique à l'exclusion des Mollusques	Bull. Soc. scient. Bretagne	44	249-255
7059	A. Dagorne	1973	Sedimentologie et bionomie benthiques en Baie de Bou-Ismail (ex-Castiglione)	Pelagos	4	40-53
7060	W. B. Dade and T. Honkalehto	1986	Common ectoproct bryozoans of Kaneohe Bay, Oahu	HAWAII INSTITUTE OF MARINE BIOLOGY TECHNICAL REPORT No	37	52-65
7061	W. B. Dade and T. Honkalehto	1986	Bryozoan assemblages in modern coral reefs of Kaneohe Bay, Oahu	HAWAII INSTITUTE OF MARINE BIOLOGY TECHNICAL REPORT No	37	35-51
7062	C. D. and P. D. Taylor	1990	Electron Microscopy	Paleobiology	6.2.4	508-511
7063	S. Czarniecki	1964	Occurrence of genus Archimedes (Hall) in Hornsund, Vestspitsbergen	Stud Geol Pol	11	147-153
7064	M. G. Curry, B. Everitt and M. F. Vidrine	1981	Haptobenthos on shells of living freshwater clams in Louisiana	Wasmann Journal Of Biology	39	56-62
7065	S. G. Cummings	1975	Zoid regression in Schizoporella unicornis floridana (Bryozoa, Cheilostomata)	Chesapeake Science	16	93-103
7066	E. R. Cumings and J. J. Galloway	1915	Studies of the morphology and histology of the Trepostomata or monticuliporoids	Geological Society of America Bulletin	26	349-374
7067	E. R. Cumings and J. J. Galloway	1912	A note on the Batostomas of the Richmond Series	Proceedings of the Indiana Academy of Science	1911	147-166
7068	E. R. Cumings	1912	Development and systematic position of the monticuliporoids	Geological Society of America Bulletin	23	357-370
7069	E. R. Cumings	1908	Stratigraphy and paleontology of the Cincinnati Series of Indiana	Bull Indiana Geol Surv	32	605-1188
7070	E. R. Cumings	1905	Development of Fenestella	American Journal of Science and Arts	20	169-177
7071	E. R. Cumings	1905	Development and morphology of "Fenestella"	American Geologist	29	197-217
7072	E. R. Cumings	1904	Development of some Paleozoic Bryozoa	American Journal of Science and Arts	17	49-78
7073	E. R. Cumings	1904	Development of some Paleozoic Bryozoa	American Journal of Science and Arts	20	169-177
7074	E. R. Cumings	1902	A revision of the bryozoan genera Dekayia, Dekayella and Heterotrypa of the Cincinnati Group	American Geologist	29	197-217
7075	R. J. Cuffey and J. F. Taylor	1989	Altoona bryozoan-stromatoporoid reef, Uppermost Silurian, Pennsylvania	Canadian Society of Petroleum Geologists, Memoir	13	296-298
7076	R. J. Cuffey and T. G. Perry	1964	Redescription of the syntypes of the bryozoan Rhombotrypa quadrata (Rominger)	Contributions from the Museum of Paleontology, University of Michigan	19	37-45
7077	R. J. Cuffey and F. K. McKinney	1982	Reteporid cheilostome bryozoans from the modern reefs of Enewetak Atoll, and their implications for Paleozoic fenestrate bryozoan paleoecology	Pacific Geology	16	7-13
7078	R. J. Cuffey and F. K. McKinney	1979	Devonian Bryozoa	Special Papers in Palaeontology	23	307-311
7079	R. J. Cuffey and F. K. McKinney	1978	The Devonian system--biostratigraphy (inverterbrates): Devonian Bryozoa	Internationa symposium on the Devonian system		1-17
7080	R. J. Cuffey and S. A. Krajewski	1976	The Ashcraft limestone mound	Pennsylvania Geology	7	9-12
7081	R. J. Cuffey and M. E. Johnson	1997	Bryozoan nodules built around andesite clasts from the upper Pliocene of Baja California: paleoecological implications and closure of the Panama Isthmus	Geological Society of America Special Paper	318	111-117
7082	R. J. Cuffey, J. A. Gooden Seay and P. H. Heckel	1991	Incipient bryozoan reef-mounds in the Upper Pennsylvanian of southeastern Kansas (USA)	BULLETIN DE LA SOCIETE DES SCIENCES NATURELLES DE L'OUEST DE LA FRANCE MEMOIRE HORS DE SERIE No	1	109-120
7083	R. J. Cuffey, S. S. Fonda, D. Kosich, F., C. D. Gebelein, D. M. Bliefnick and L. G. Soroka	1977	Modern tidal-channel bryozoan reefs at Joulters Cays (Bahamas)	Proc 3rd Int Coral Reef Symp	2	339-345
7084	R. J. Cuffey and S. S. Fonda	1982	Bryozoans encrusting the 1862 Monitor shipwreck off Cape Hatteras	Cheesebox (Monitor National Marine Sanctuary Activities Report)	1	8-12
7085	R. J. Cuffey and S. S. Fonda	1977	Cryptic bryozoan species assemblages in modern coral reefs off Andros and Eleuthera, Bahamas	Proc 3rd Int Coral Reef Symp	1	81-86
7086	R. J. Cuffey and B. Foerster	1974	Autecology of the cyclostome bryozoan Crisia eburnea in the modern reefs of Bermuda	Bryozoa 1974: Docum. Lab Géol. Fac. Sci. Lyon	3	357-369
7087	R. J. Cuffey, R. M. Feldmann and K. E. Pohlable	1981	New Bryozoa from the Fox Hills Sandstone (Upper Cretaceous, Maestrichtian) of North Dakota	Journal Of Paleontology	55	401-409
7088	R. J. Cuffey and J. E. Ehleiter	1984	New bryozoan species from the Mid. Jurassic Twin Creek and Carmel Formations of Wyoming and Utah	Journal Of Paleontology	58	668-682
7089	R. J. Cuffey and P. Copper	1989	Honorara Bay bryozoan bioherms, Lower Silurian, Manitoulin Island, Ontario	Canadian Society of Petroleum Geologists, Memoir	13	290-292
7090	R. J. Cuffey and D. B. Blake	1991	Cladistic analysis of the phylum Bryozoa	BULLETIN DE LA SOCIETE DES SCIENCES NATURELLES DE L'OUEST DE LA FRANCE MEMOIRE HORS DE SERIE No	1	97-108
7091	R. J. Cuffey	2002	Comments on the proposed conservation of the specific names of Dianulites petropolitana Dybowski, 1877 and Diplotrypa petropolitana Nicholson, 1879 (Bryozoa)	Bulletin of Zoological Nomenclature	59	40-44
7092	R. J. Cuffey	1999	Teaching evolution within an advanced-undergraduate paleontology course	The Paleontological Society Papers	5	207-216
7093	R. J. Cuffey	1998	Dinosaur footprints in the Basal Navajo Sandstone (Lower Jurassic) at Pipe Spring National Monument, northwestern Arizona	National Park Service Paleontological Research	3rd	149-151
7094	R. J. Cuffey	1989	Alba stromatoporoid-bryozoan reef, Middle Silurian, Michigan	Canadian Society of Petroleum Geologists, Memoir	13	288-289
7095	R. J. Cuffey	1985	Expanded reef-rock textural classification and the geologic history of bryozoan reefs	Geology	13	307-310
